Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-100.7324	-130.6333	29.9009	0.0155824	0.0137771	0.0134543	0.00469597	0.0154946	0.0206068	0.0280357	0.048159	0.0155767	0.174736	0.0757428	0.00288304	0.00951292	0.0903035	0.0573226	0.128061	0.0445133	0.0625112	0.0263249	0.0311466	0.00436379	0.00227927	0.0107504	0.0163866	0.0190209	0.013815	0.00231912	0.0195972	0.0520515	0.337663	1.72857	0.3484195	1.65158	0.486705	0.703848	0.896223	1.11579	1.42076	2.05463	0.5206796	4.740206	0.2148768	0.0152915	0.0135199	0.0132031	0.0046083	0.0152054	0.0202221	0.0275123	0.04726	0.0152859	0.171474	0.0743289	0.00282922	0.00933533	0.0886177	0.0562525	0.12567	0.0436823	0.0613442	0.0258335	0.0305651	0.00428232	0.00223672	0.0105497	0.0160807	0.0186658	0.0135571	0.00227583	0.0192313	0.0510798	0.82579	0.17421	1.019023
36	-96.19896	-128.277	32.07804	0.0047819	0.00452802	0.057906	0.0347658	0.00830251	0.0508637	0.0693592	0.0305819	0.0253302	0.0111724	0.0625738	0.0334916	0.0803721	0.0135364	0.016293	0.284747	0.0380922	0.00180261	0.0188867	0.0219336	0.048983	0.0019809	0.0419368	0.0139128	0.0559065	0.0834409	0.016805	0.0329375	0.032854	0.430216	1.62676	1.42353	0.5764698	0.430191	0.662728	0.879549	1.13695	1.50891	2.32455	0.6099277	0.4049579	0.2909079	0.00399131	0.0037794	0.0483324	0.029018	0.00692986	0.0424544	0.0578921	0.0255258	0.0211423	0.0093253	0.0522285	0.0279545	0.0670842	0.0112984	0.0135993	0.23767	0.0317944	0.00150459	0.0157642	0.0183073	0.0408847	0.0016534	0.0350034	0.0116126	0.0466635	0.0696456	0.0140266	0.027492	0.0274223	0.288235	0.711765	1.198077
72	-93.59121	-123.2481	29.65687	0.000279822	0.0167463	0.0386924	0.0453964	0.00370695	0.0486096	0.10621	0.019356	0.00572831	0.0328497	0.0267139	0.0238491	0.17446	0.0805875	0.0239524	0.2584	0.0615345	0.00729146	0.0618957	0.0320759	0.122128	0.0452698	0.117293	0.0329276	0.000834625	0.165384	0.116817	0.0251486	0.0675685	0.388667	1.67247	0.4308169	1.569183	0.903509	0.951718	0.98468	1.01556	1.05073	1.1068	0.07336915	3.642343	0.2556311	0.000158835	0.0095057	0.021963	0.0257684	0.00210418	0.0275923	0.0602883	0.0109871	0.00325157	0.0186465	0.0151637	0.0135375	0.0990288	0.0457439	0.0135961	0.146676	0.0349289	0.00413886	0.0351339	0.0182073	0.0693239	0.0256965	0.0665793	0.0186907	0.000473759	0.0938769	0.066309	0.0142751	0.0383539	0.784592	0.215408	1.761708
108	-95.57358	-126.6786	31.10499	0.0357409	0.0289566	0.0734428	0.0225948	0.0165571	0.0352265	0.0509018	0.117038	0.0457725	0.0494334	0.0539334	0.0419323	0.0581226	0.101557	0.036516	0.194711	0.0340344	0.00280138	0.0894848	0.0709391	0.0700628	0.015098	0.0965594	0.0351535	0.0235899	0.050917	0.007733	0.00981595	0.0613752	0.231923	1.84488	0.7443401	1.25566	0.707938	0.844972	0.948803	1.05396	1.18347	1.41255	0.2497475	1.686944	0.1382828	0.0233601	0.0189259	0.0480018	0.0147679	0.0108216	0.0230238	0.0332691	0.0764951	0.0299167	0.0323094	0.0352506	0.0274067	0.0379886	0.0663772	0.0238667	0.127262	0.0222447	0.00183097	0.0584868	0.0463654	0.0457926	0.009868	0.0631107	0.0229762	0.0154182	0.0332791	0.00505424	0.00641565	0.0401145	0.62783	0.37217	1.530001
144	-95.29506	-126.5832	31.28811	0.0077837	0.00835061	0.0575232	0.00526911	0.0325043	0.0144262	0.028234	0.019877	0.0095427	0.0123828	0.0030805	0.00744458	0.00441948	0.047467	0.111439	0.0756821	0.0088485	0.0268128	0.00430562	0.0423365	0.0367212	0.00515833	0.0509148	0.0102664	0.00249534	0.015941	0.0157427	0.00231638	0.011011	0.340956	1.72495	0.6917021	1.308298	0.453811	0.680232	0.886732	1.12774	1.47009	2.20356	0.5712776	1.891418	0.2174275	0.0114754	0.0123111	0.0848055	0.00776816	0.0479205	0.0212683	0.0416248	0.0293043	0.0140686	0.0182557	0.00454153	0.0109754	0.00651555	0.0699797	0.164292	0.111577	0.0130452	0.0395297	0.00634769	0.0624158	0.0541374	0.00760483	0.0750628	0.0151355	0.00367883	0.0235015	0.0232091	0.003415	0.0162334	0.654149	0.345851	0.6782965
180	-99.25054	-128.2482	28.9977	0.0111908	0.0165884	0.0429997	0.0216915	0.0970637	0.165742	0.0402901	0.0489413	0.0175099	0.0364291	0.0543145	0.0123584	0.100376	0.108426	0.0264759	0.167955	0.0259704	0.0017392	0.0353228	0.0301263	0.119152	0.00940026	0.0311504	0.0201852	0.0787787	0.082922	0.0818624	0.0143111	0.00703925	0.669891	1.36312	0.4280701	1.57193	0.492392	0.707847	0.897809	1.11382	1.41274	2.0309	0.5122801	3.672132	0.5405834	0.00742924	0.0110126	0.0285463	0.0144004	0.064438	0.110032	0.0267475	0.0324908	0.0116243	0.0241843	0.0360579	0.00820439	0.0666369	0.0719812	0.0175766	0.111501	0.017241	0.00115461	0.0234498	0.02	0.0791019	0.00624058	0.0206799	0.0134004	0.0522991	0.0550497	0.0543462	0.00950077	0.00467316	0.785965	0.214035	1.506313
216	-98.34594	-128.5959	30.24997	0.0235079	0.00440753	0.0719615	0.0299228	0.00156327	0.000923742	0.0283041	0.0704797	0.0187421	0.0332471	0.135981	0.0387025	0.00971293	0.00352485	0.0292011	0.132773	0.00238796	0.000897506	0.0491791	0.00320336	0.058309	0.126905	0.00186934	0.0345246	0.0867928	0.0399771	0.0297094	0.0308497	0.0386613	0.465441	1.58801	0.5820024	1.417998	0.409921	0.647311	0.873113	1.14533	1.54485	2.4395	0.6448267	2.436412	0.322406	0.0206895	0.00387911	0.0633341	0.0263354	0.00137585	0.000812995	0.0249107	0.0620299	0.0164951	0.0292611	0.119678	0.0340625	0.00854845	0.00310226	0.0257002	0.116855	0.00210167	0.000789905	0.043283	0.00281931	0.0513184	0.11169	0.00164523	0.0303855	0.0763872	0.0351842	0.0261476	0.0271511	0.0340262	0.708999	0.291001	1.136221
252	-87.37266	-117.3997	30.02705	0.000233072	0.00106457	0.00127925	0.00850202	0.000625875	0.00454988	0.0201663	0.0374817	0.00863844	0.0495485	0.00776221	0.00545531	0.027948	0.0390213	0.0374734	0.0438011	0.00204888	0.0145951	0.0462644	0.00956798	0.0217127	0.0216678	0.00239003	0.00850783	0.0199889	0.0121849	0.00202058	0.022848	0.00531347	0.959941	1.04406	0.6510475	1.348952	0.480188	0.699236	0.894387	1.11808	1.43013	2.08252	0.5304264	2.071972	1.01137	0.000482889	0.00220562	0.0026504	0.0176149	0.00129672	0.00942666	0.0417815	0.0776562	0.0178975	0.102657	0.0160821	0.0113026	0.0579039	0.0808461	0.077639	0.0907491	0.00424496	0.0302389	0.0958527	0.0198234	0.0449853	0.0448923	0.00495177	0.0176269	0.041414	0.0252451	0.00418633	0.0473375	0.0110087	0.674476	0.325524	0.4826614
288	-87.78446	-117.4486	29.66419	0.012778	0.00930363	0.000684388	0.0026383	0.000421366	0.00839035	0.0136987	0.120138	0.0127421	0.0584322	0.0150347	0.00149302	0.0283857	0.0229756	0.0643516	0.183563	0.0316847	0.0171743	0.16565	0.0692645	0.0297639	0.0094791	0.027237	0.00138107	0.0379474	0.0175178	0.0135323	0.0251067	0.0406383	0.652741	1.38198	0.4817272	1.518273	0.412956	0.649644	0.874094	1.14404	1.53931	2.42157	0.6394924	3.151727	0.519554	0.0122699	0.00893371	0.000657176	0.0025334	0.000404612	0.00805675	0.013154	0.115361	0.0122354	0.0561089	0.0144369	0.00143366	0.027257	0.022062	0.0617929	0.176265	0.0304249	0.0164915	0.159063	0.0665105	0.0285805	0.0091022	0.026154	0.00132615	0.0364386	0.0168213	0.0129943	0.0241085	0.0390225	0.759136	0.240864	1.041407
324	-92.60191	-121.6316	29.02967	0.0108532	0.00290161	0.000943724	0.00372902	8.45092e-05	0.0303042	0.0331334	0.0238366	0.00622228	0.00716648	0.00383728	0.00519687	0.0967884	0.040886	0.0184706	0.0582512	0.0152971	0.00858831	0.049046	0.0200951	0.00152902	0.0122152	0.0125872	0.00466456	0.0146946	0.00340109	0.000232895	0.0161069	0.0056965	0.709512	1.31954	0.2602553	1.739745	0.519041	0.726278	0.905038	1.10493	1.37688	1.92663	0.4741691	6.684761	0.5914677	0.0214169	0.00572581	0.00186227	0.00735856	0.000166764	0.0598	0.0653829	0.0470373	0.0122786	0.0141418	0.00757219	0.0102551	0.190995	0.0806812	0.0364484	0.114948	0.0301862	0.0169475	0.0967835	0.039654	0.00301725	0.0241044	0.0248385	0.00920468	0.0289972	0.00671145	0.000459577	0.0317842	0.011241	0.869872	0.130128	0.5067599
